customer,timestamp,item,next_item,sequence_position
S538,5,107,170,5
S538,6,170,63,6
S538,7,63,138,7
S538,8,138,38,8
S538,9,38,40,9
S538,10,40,54,10
S538,11,54,6,11
S538,12,6,160,12
S538,13,160,76,13
S538,14,76,59,14
S538,15,59,SINK,15
S5380,1,104,47,1
S5380,2,47,50,2
S5380,3,50,113,3
S5380,4,113,124,4
S5380,5,124,53,5
S5380,6,53,146,6
S5380,7,146,2,7
S5380,8,2,19,8
S5380,9,19,197,9
S5380,10,197,39,10
S5380,11,39,34,11
S5380,12,34,116,12
S5380,13,116,61,13
S5380,14,61,199,14
S5380,15,199,SINK,15
S5381,1,88,112,1
S5381,2,112,78,2
S5381,3,78,103,3
S5381,4,103,46,4
S5381,5,46,8,5
S5381,6,8,30,6
S5381,7,30,200,7
S5381,8,200,18,8
S5381,9,18,SINK,9
S5382,1,12,58,1
S5382,2,58,157,2
S5382,3,157,44,3
S5382,4,44,108,4
S5382,5,108,4,5
S5382,6,4,15,6
S5382,7,15,145,7
S5382,8,145,142,8
S5382,9,142,177,9
S5382,10,177,119,10
S5382,11,119,127,11
S5382,12,127,SINK,12
S5383,1,100,128,1
S5383,2,128,174,2
S5383,3,174,76,3
S5383,4,76,26,4
S5383,5,26,38,5
S5383,6,38,2,6
S5383,7,2,157,7
S5383,8,157,53,8
S5383,9,53,155,9
S5383,10,155,86,10
S5383,11,86,66,11
S5383,12,66,171,12
S5383,13,171,176,13
S5383,14,176,112,14
S5383,15,112,190,15
S5383,16,190,SINK,16
S5384,1,200,186,1
S5384,2,186,163,2
S5384,3,163,59,3
S5384,4,59,64,4
S5384,5,64,27,5
S5384,6,27,30,6
S5384,7,30,29,7
S5384,8,29,73,8
S5384,9,73,55,9
S5384,10,55,108,10
S5384,11,108,33,11
S5384,12,33,60,12
S5384,13,60,198,13
S5384,14,198,SINK,14
S5385,1,51,42,1
S5385,2,42,158,2
S5385,3,158,139,3
S5385,4,139,28,4
S5385,5,28,8,5
S5385,6,8,104,6
S5385,7,104,146,7
S5385,8,146,121,8
S5385,9,121,89,9
S5385,10,89,155,10
S5385,11,155,SINK,11
S5386,1,189,71,1
S5386,2,71,30,2
S5386,3,30,13,3
S5386,4,13,73,4
S5386,5,73,179,5
S5386,6,179,170,6
S5386,7,170,15,7
S5386,8,15,132,8
S5386,9,132,70,9
S5386,10,70,180,10
S5386,11,180,4,11
S5386,12,4,82,12
S5386,13,82,171,13
S5386,14,171,35,14
S5386,15,35,145,15
S5386,16,145,19,16
S5386,17,19,62,17
S5386,18,62,1,18
S5386,19,1,SINK,19
S5387,1,107,54,1
S5387,2,54,197,2
S5387,3,197,60,3
S5387,4,60,177,4
S5387,5,177,50,5
S5387,6,50,135,6
S5387,7,135,104,7
S5387,8,104,97,8
S5387,9,97,35,9
S5387,10,35,30,10
S5387,11,30,167,11
S5387,12,167,138,12
S5387,13,138,21,13
S5387,14,21,SINK,14
S5388,1,35,184,1
S5388,2,184,102,2
S5388,3,102,147,3
S5388,4,147,162,4
S5388,5,162,67,5
S5388,6,67,136,6
S5388,7,136,193,7
S5388,8,193,108,8
S5388,9,108,131,9
S5388,10,131,65,10
S5388,11,65,153,11
S5388,12,153,163,12
S5388,13,163,88,13
S5388,14,88,129,14
S5388,15,129,30,15
S5388,16,30,98,16
S5388,17,98,SINK,17
S5389,1,118,166,1
S5389,2,166,167,2
S5389,3,167,25,3
S5389,4,25,36,4
S5389,5,36,122,5
S5389,6,122,101,6
S5389,7,101,16,7
S5389,8,16,108,8
S5389,9,108,94,9
S5389,10,94,9,10
S5389,11,9,198,11
S5389,12,198,142,12
S5389,13,142,128,13
S5389,14,128,166,14
S5389,15,166,SINK,15
S539,1,101,146,1
S539,2,146,77,2
S539,3,77,128,3
S539,4,128,18,4
S539,5,18,13,5
S539,6,13,171,6
S539,7,171,102,7
S539,8,102,24,8
S539,9,24,18,9
S539,10,18,178,10
S539,11,178,162,11
S539,12,162,111,12
S539,13,111,39,13
S539,14,39,98,14
S539,15,98,128,15
S539,16,128,35,16
S539,17,35,195,17
S539,18,195,SINK,18
S5390,1,159,145,1
S5390,2,145,36,2
S5390,3,36,161,3
S5390,4,161,142,4
S5390,5,142,200,5
S5390,6,200,86,6
S5390,7,86,115,7
S5390,8,115,40,8
S5390,9,40,196,9
S5390,10,196,70,10
S5390,11,70,37,11
S5390,12,37,33,12
S5390,13,33,50,13
S5390,14,50,73,14
S5390,15,73,150,15
S5390,16,150,55,16
S5390,17,55,145,17
S5390,18,145,25,18
S5390,19,25,SINK,19
S5391,1,135,173,1
S5391,2,173,196,2
S5391,3,196,66,3
S5391,4,66,143,4
S5391,5,143,52,5
S5391,6,52,126,6
S5391,7,126,170,7
S5391,8,170,107,8
S5391,9,107,73,9
S5391,10,73,27,10
S5391,11,27,9,11
S5391,12,9,101,12
S5391,13,101,21,13
S5391,14,21,57,14
S5391,15,57,SINK,15
S5392,1,61,108,1
S5392,2,108,90,2
S5392,3,90,70,3
S5392,4,70,143,4
S5392,5,143,118,5
S5392,6,118,119,6
S5392,7,119,34,7
S5392,8,34,131,8
S5392,9,131,102,9
S5392,10,102,187,10
S5392,11,187,149,11
S5392,12,149,146,12
S5392,13,146,154,13
S5392,14,154,161,14
S5392,15,161,89,15
S5392,16,89,199,16
S5392,17,199,146,17
S5392,18,146,159,18
S5392,19,159,142,19
S5392,20,142,SINK,20
S5393,1,163,102,1
S5393,2,102,16,2
S5393,3,16,1,3
S5393,4,1,105,4
S5393,5,105,47,5
S5393,6,47,105,6
S5393,7,105,58,7
S5393,8,58,140,8
S5393,9,140,5,9
S5393,10,5,43,10
S5393,11,43,121,11
S5393,12,121,198,12
S5393,13,198,84,13
S5393,14,84,114,14
S5393,15,114,SINK,15
S5394,1,150,91,1
S5394,2,91,37,2
S5394,3,37,22,3
S5394,4,22,109,4
S5394,5,109,146,5
S5394,6,146,140,6
S5394,7,140,159,7
S5394,8,159,71,8
S5394,9,71,180,9
S5394,10,180,153,10
S5394,11,153,93,11
S5394,12,93,51,12
S5394,13,51,63,13
S5394,14,63,47,14
S5394,15,47,63,15
S5394,16,63,25,16
S5394,17,25,47,17
S5394,18,47,SINK,18
S5395,1,141,198,1
S5395,2,198,167,2
S5395,3,167,26,3
S5395,4,26,198,4
S5395,5,198,99,5
S5395,6,99,29,6
S5395,7,29,36,7
S5395,8,36,82,8
S5395,9,82,167,9
S5395,10,167,SINK,10
S5396,1,106,26,1
S5396,2,26,107,2
S5396,3,107,17,3
S5396,4,17,17,4
S5396,5,17,68,5
S5396,6,68,95,6
S5396,7,95,95,7
S5396,8,95,95,8
S5396,9,95,35,9
S5396,10,35,190,10
S5396,11,190,77,11
S5396,12,77,3,12
S5396,13,3,27,13
S5396,14,27,112,14
S5396,15,112,53,15
S5396,16,53,SINK,16
S5397,1,47,121,1
S5397,2,121,45,2
S5397,3,45,175,3
S5397,4,175,5,4
S5397,5,5,143,5
S5397,6,143,176,6
S5397,7,176,53,7
S5397,8,53,57,8
S5397,9,57,169,9
S5397,10,169,179,10
S5397,11,179,68,11
S5397,12,68,138,12
S5397,13,138,129,13
S5397,14,129,112,14
S5397,15,112,39,15
S5397,16,39,SINK,16
S5398,1,198,55,1
S5398,2,55,65,2
S5398,3,65,19,3
S5398,4,19,164,4
S5398,5,164,35,5
S5398,6,35,108,6
S5398,7,108,87,7
S5398,8,87,115,8
S5398,9,115,20,9
S5398,10,20,169,10
S5398,11,169,159,11
S5398,12,159,115,12
S5398,13,115,12,13
S5398,14,12,164,14
S5398,15,164,46,15
S5398,16,46,74,16
S5398,17,74,176,17
S5398,18,176,138,18
S5398,19,138,27,19
S5398,20,27,110,20
S5398,21,110,SINK,21
S5399,1,168,88,1
S5399,2,88,183,2
S5399,3,183,12,3
S5399,4,12,189,4
S5399,5,189,129,5
S5399,6,129,82,6
S5399,7,82,151,7
S5399,8,151,174,8
S5399,9,174,SINK,9
S540,1,145,99,1
S540,2,99,199,2
S540,3,199,71,3
S540,4,71,159,4
S540,5,159,146,5
S540,6,146,29,6
S540,7,29,75,7
S540,8,75,28,8
S540,9,28,174,9
S540,10,174,17,10
S540,11,17,169,11
S540,12,169,4,12
S540,13,4,174,13
S540,14,174,115,14
S540,15,115,81,15
S540,16,81,191,16
S540,17,191,10,17
S540,18,10,SINK,18
S5400,1,185,179,1
S5400,2,179,134,2
S5400,3,134,81,3
S5400,4,81,34,4
S5400,5,34,162,5
S5400,6,162,56,6
S5400,7,56,89,7
S5400,8,89,9,8
S5400,9,9,5,9
S5400,10,5,SINK,10
S5401,1,124,48,1
S5401,2,48,40,2
S5401,3,40,83,3
S5401,4,83,89,4
S5401,5,89,63,5
S5401,6,63,179,6
S5401,7,179,151,7
S5401,8,151,38,8
S5401,9,38,103,9
S5401,10,103,143,10
S5401,11,143,SINK,11
S5402,1,26,199,1
S5402,2,199,114,2
S5402,3,114,30,3
S5402,4,30,155,4
S5402,5,155,158,5
S5402,6,158,152,6
S5402,7,152,132,7
S5402,8,132,6,8
S5402,9,6,178,9
S5402,10,178,64,10
S5402,11,64,137,11
S5402,12,137,99,12
S5402,13,99,53,13
S5402,14,53,95,14
S5402,15,95,145,15
S5402,16,145,112,16
S5402,17,112,SINK,17
S5403,1,60,105,1
S5403,2,105,165,2
S5403,3,165,29,3
S5403,4,29,179,4
S5403,5,179,62,5
S5403,6,62,148,6
S5403,7,148,83,7
S5403,8,83,182,8
S5403,9,182,136,9
S5403,10,136,193,10
S5403,11,193,70,11
S5403,12,70,91,12
S5403,13,91,82,13
S5403,14,82,7,14
S5403,15,7,SINK,15
S5404,1,48,120,1
S5404,2,120,71,2
S5404,3,71,93,3
S5404,4,93,60,4
S5404,5,60,70,5
S5404,6,70,79,6
S5404,7,79,90,7
S5404,8,90,129,8
S5404,9,129,89,9
S5404,10,89,22,10
S5404,11,22,190,11
S5404,12,190,106,12
S5404,13,106,164,13
S5404,14,164,51,14
S5404,15,51,98,15
S5404,16,98,SINK,16
S5405,1,72,179,1
S5405,2,179,14,2
S5405,3,14,55,3
S5405,4,55,199,4
S5405,5,199,51,5
S5405,6,51,23,6
S5405,7,23,86,7
S5405,8,86,42,8
S5405,9,42,125,9
S5405,10,125,72,10
S5405,11,72,58,11
S5405,12,58,18,12
S5405,13,18,161,13
S5405,14,161,76,14
S5405,15,76,171,15
S5405,16,171,138,16
S5405,17,138,13,17
S5405,18,13,SINK,18
S5406,1,42,112,1
S5406,2,112,107,2
S5406,3,107,179,3
S5406,4,179,105,4
S5406,5,105,187,5
S5406,6,187,45,6
S5406,7,45,148,7
S5406,8,148,138,8
S5406,9,138,70,9
S5406,10,70,54,10
S5406,11,54,140,11
S5406,12,140,157,12
S5406,13,157,41,13
S5406,14,41,131,14
S5406,15,131,149,15
S5406,16,149,SINK,16
S5407,1,43,51,1
S5407,2,51,121,2
S5407,3,121,153,3
S5407,4,153,101,4
S5407,5,101,152,5
S5407,6,152,23,6
S5407,7,23,3,7
S5407,8,3,21,8
S5407,9,21,108,9
S5407,10,108,126,10
S5407,11,126,139,11
S5407,12,139,179,12
S5407,13,179,174,13
S5407,14,174,35,14
S5407,15,35,114,15
S5407,16,114,SINK,16
S5408,1,21,141,1
S5408,2,141,158,2
S5408,3,158,138,3
S5408,4,138,96,4
S5408,5,96,99,5
S5408,6,99,62,6
S5408,7,62,98,7
S5408,8,98,73,8
S5408,9,73,118,9
S5408,10,118,48,10
S5408,11,48,62,11
S5408,12,62,181,12
S5408,13,181,153,13
S5408,14,153,SINK,14
S5409,1,120,191,1
S5409,2,191,86,2
S5409,3,86,37,3
S5409,4,37,1,4
S5409,5,1,191,5
S5409,6,191,34,6
S5409,7,34,89,7
S5409,8,89,158,8
S5409,9,158,86,9
S5409,10,86,42,10
S5409,11,42,113,11
S5409,12,113,22,12
S5409,13,22,22,13
S5409,14,22,149,14
S5409,15,149,SINK,15
S541,1,51,97,1
S541,2,97,154,2
S541,3,154,155,3
S541,4,155,33,4
S541,5,33,73,5
S541,6,73,88,6
S541,7,88,184,7
S541,8,184,8,8
S541,9,8,SINK,9
S5410,1,9,100,1
S5410,2,100,23,2
S5410,3,23,143,3
S5410,4,143,93,4
S5410,5,93,160,5
S5410,6,160,107,6
S5410,7,107,69,7
S5410,8,69,135,8
S5410,9,135,154,9
S5410,10,154,171,10
S5410,11,171,1,11
S5410,12,1,126,12
S5410,13,126,69,13
S5410,14,69,SINK,14
S5411,1,41,66,1
S5411,2,66,145,2
S5411,3,145,93,3
S5411,4,93,45,4
S5411,5,45,196,5
S5411,6,196,32,6
S5411,7,32,22,7
S5411,8,22,195,8
S5411,9,195,114,9
S5411,10,114,182,10
S5411,11,182,103,11
S5411,12,103,128,12
S5411,13,128,134,13
S5411,14,134,150,14
S5411,15,150,55,15
S5411,16,55,128,16
S5411,17,128,162,17
S5411,18,162,154,18
S5411,19,154,40,19
S5411,20,40,SINK,20
S5412,1,16,134,1
S5412,2,134,192,2
S5412,3,192,175,3
S5412,4,175,33,4
S5412,5,33,100,5
S5412,6,100,147,6
S5412,7,147,120,7
S5412,8,120,172,8
S5412,9,172,20,9
S5412,10,20,195,10
S5412,11,195,110,11
S5412,12,110,27,12
S5412,13,27,33,13
S5412,14,33,131,14
S5412,15,131,SINK,15
S5413,1,36,59,1
S5413,2,59,106,2
S5413,3,106,154,3
S5413,4,154,114,4
S5413,5,114,86,5
S5413,6,86,61,6
S5413,7,61,115,7
S5413,8,115,149,8
S5413,9,149,125,9
S5413,10,125,176,10
S5413,11,176,31,11
S5413,12,31,163,12
S5413,13,163,136,13
S5413,14,136,57,14
S5413,15,57,43,15
S5413,16,43,12,16
S5413,17,12,SINK,17
S5414,1,24,43,1
S5414,2,43,34,2
S5414,3,34,44,3
S5414,4,44,188,4
S5414,5,188,150,5
S5414,6,150,194,6
S5414,7,194,52,7
S5414,8,52,125,8
S5414,9,125,6,9
S5414,10,6,31,10
S5414,11,31,181,11
S5414,12,181,1,12
S5414,13,1,81,13
S5414,14,81,55,14
S5414,15,55,63,15
S5414,16,63,SINK,16
S5415,1,139,117,1
S5415,2,117,172,2
S5415,3,172,59,3
S5415,4,59,99,4
S5415,5,99,66,5
S5415,6,66,170,6
S5415,7,170,65,7
S5415,8,65,58,8
S5415,9,58,25,9
S5415,10,25,107,10
S5415,11,107,91,11
S5415,12,91,161,12
S5415,13,161,152,13
S5415,14,152,145,14
S5415,15,145,SINK,15
S5416,1,158,124,1
S5416,2,124,64,2
S5416,3,64,147,3
S5416,4,147,124,4
S5416,5,124,181,5
S5416,6,181,198,6
S5416,7,198,108,7
S5416,8,108,9,8
S5416,9,9,72,9
S5416,10,72,126,10
S5416,11,126,193,11
S5416,12,193,163,12
S5416,13,163,84,13
S5416,14,84,178,14
S5416,15,178,17,15
S5416,16,17,SINK,16
S5417,1,93,144,1
S5417,2,144,31,2
S5417,3,31,111,3
S5417,4,111,126,4
S5417,5,126,174,5
S5417,6,174,55,6
S5417,7,55,138,7
S5417,8,138,126,8
S5417,9,126,22,9
S5417,10,22,69,10
S5417,11,69,170,11
S5417,12,170,SINK,12
S5418,1,73,174,1
S5418,2,174,100,2
S5418,3,100,6,3
S5418,4,6,188,4
S5418,5,188,36,5
S5418,6,36,133,6
S5418,7,133,71,7
S5418,8,71,166,8
S5418,9,166,185,9
S5418,10,185,SINK,10
S5419,1,122,101,1
S5419,2,101,35,2
S5419,3,35,196,3
S5419,4,196,12,4
S5419,5,12,193,5
S5419,6,193,115,6
S5419,7,115,145,7
S5419,8,145,97,8
S5419,9,97,97,9
S5419,10,97,149,10
S5419,11,149,76,11
S5419,12,76,16,12
S5419,13,16,51,13
S5419,14,51,91,14
S5419,15,91,100,15
S5419,16,100,126,16
S5419,17,126,151,17
S5419,18,151,163,18
S5419,19,163,SINK,19
S542,1,59,174,1
S542,2,174,129,2
S542,3,129,144,3
S542,4,144,99,4
S542,5,99,146,5
S542,6,146,1,6
S542,7,1,190,7
S542,8,190,57,8
S542,9,57,47,9
S542,10,47,18,10
S542,11,18,92,11
S542,12,92,45,12
S542,13,45,103,13
S542,14,103,SINK,14
S5420,1,149,100,1
S5420,2,100,3,2
S5420,3,3,118,3
S5420,4,118,80,4
S5420,5,80,137,5
S5420,6,137,180,6
S5420,7,180,106,7
S5420,8,106,91,8
S5420,9,91,86,9
S5420,10,86,26,10
S5420,11,26,164,11
S5420,12,164,27,12
S5420,13,27,106,13
S5420,14,106,SINK,14
S5421,1,141,77,1
S5421,2,77,75,2
S5421,3,75,94,3
S5421,4,94,30,4
S5421,5,30,130,5
S5421,6,130,147,6
S5421,7,147,36,7
S5421,8,36,134,8
S5421,9,134,197,9
S5421,10,197,117,10
S5421,11,117,157,11
S5421,12,157,11,12
S5421,13,11,199,13
S5421,14,199,198,14
S5421,15,198,170,15
S5421,16,170,82,16
S5421,17,82,76,17
S5421,18,76,38,18
S5421,19,38,154,19
S5421,20,154,SINK,20
S5422,1,187,74,1
S5422,2,74,15,2
S5422,3,15,83,3
S5422,4,83,129,4
S5422,5,129,57,5
S5422,6,57,61,6
S5422,7,61,173,7
S5422,8,173,134,8
S5422,9,134,29,9
S5422,10,29,161,10
S5422,11,161,62,11
S5422,12,62,61,12
S5422,13,61,111,13
S5422,14,111,56,14
S5422,15,56,SINK,15
S5423,1,90,39,1
S5423,2,39,121,2
S5423,3,121,53,3
S5423,4,53,167,4
S5423,5,167,143,5
S5423,6,143,99,6
S5423,7,99,29,7
S5423,8,29,88,8
S5423,9,88,73,9
S5423,10,73,21,10
S5423,11,21,126,11
S5423,12,126,102,12
S5423,13,102,107,13
S5423,14,107,91,14
S5423,15,91,SINK,15
S5424,1,152,156,1
S5424,2,156,190,2
S5424,3,190,8,3
S5424,4,8,33,4
S5424,5,33,15,5
S5424,6,15,74,6
S5424,7,74,63,7
S5424,8,63,158,8
S5424,9,158,97,9
S5424,10,97,142,10
S5424,11,142,32,11
S5424,12,32,76,12
S5424,13,76,135,13
S5424,14,135,160,14
S5424,15,160,SINK,15
S5425,1,100,152,1
S5425,2,152,171,2
S5425,3,171,73,3
S5425,4,73,156,4
S5425,5,156,64,5
S5425,6,64,169,6
S5425,7,169,130,7
S5425,8,130,122,8
S5425,9,122,37,9
S5425,10,37,166,10
S5425,11,166,94,11
S5425,12,94,SINK,12
S5426,1,167,7,1
S5426,2,7,165,2
S5426,3,165,75,3
S5426,4,75,109,4
S5426,5,109,173,5
S5426,6,173,111,6
S5426,7,111,162,7
S5426,8,162,131,8
S5426,9,131,165,9
S5426,10,165,127,10
S5426,11,127,SINK,11
S5427,1,135,27,1
S5427,2,27,157,2
S5427,3,157,71,3
S5427,4,71,144,4
S5427,5,144,167,5
S5427,6,167,51,6
S5427,7,51,19,7
S5427,8,19,47,8
S5427,9,47,SINK,9
S5428,1,120,118,1
S5428,2,118,1,2
S5428,3,1,16,3
S5428,4,16,161,4
S5428,5,161,166,5
S5428,6,166,16,6
S5428,7,16,94,7
S5428,8,94,96,8
S5428,9,96,48,9
S5428,10,48,146,10
S5428,11,146,185,11
S5428,12,185,67,12
S5428,13,67,55,13
S5428,14,55,88,14
S5428,15,88,69,15
S5428,16,69,119,16
S5428,17,119,166,17
S5428,18,166,SINK,18
S5429,1,106,76,1
S5429,2,76,108,2
S5429,3,108,59,3
S5429,4,59,107,4
S5429,5,107,101,5
S5429,6,101,178,6
S5429,7,178,54,7
S5429,8,54,77,8
S5429,9,77,SINK,9
S543,1,193,192,1
S543,2,192,9,2
S543,3,9,79,3
S543,4,79,58,4
S543,5,58,74,5
S543,6,74,123,6
S543,7,123,6,7
S543,8,6,64,8
S543,9,64,141,9
S543,10,141,60,10
S543,11,60,103,11
S543,12,103,111,12
S543,13,111,93,13
S543,14,93,SINK,14
S5430,1,83,117,1
S5430,2,117,185,2
S5430,3,185,91,3
S5430,4,91,195,4
S5430,5,195,92,5
S5430,6,92,92,6
S5430,7,92,82,7
S5430,8,82,80,8
S5430,9,80,97,9
S5430,10,97,5,10
S5430,11,5,140,11
S5430,12,140,129,12
S5430,13,129,165,13
S5430,14,165,108,14
S5430,15,108,92,15
S5430,16,92,31,16
S5430,17,31,97,17
S5430,18,97,SINK,18
S5431,1,88,59,1
S5431,2,59,61,2
S5431,3,61,122,3
S5431,4,122,191,4
S5431,5,191,68,5
S5431,6,68,180,6
S5431,7,180,151,7
S5431,8,151,130,8
S5431,9,130,93,9
S5431,10,93,8,10
S5431,11,8,149,11
S5431,12,149,19,12
S5431,13,19,73,13
S5431,14,73,144,14
S5431,15,144,144,15
S5431,16,144,196,16
S5431,17,196,68,17
S5431,18,68,156,18
S5431,19,156,14,19
S5431,20,14,SINK,20
S5432,1,124,196,1
S5432,2,196,84,2
S5432,3,84,197,3
S5432,4,197,40,4
S5432,5,40,159,5
S5432,6,159,100,6
S5432,7,100,36,7
S5432,8,36,174,8
S5432,9,174,44,9
S5432,10,44,103,10
S5432,11,103,SINK,11
S5433,1,74,165,1
S5433,2,165,73,2
S5433,3,73,93,3
S5433,4,93,8,4
S5433,5,8,198,5
S5433,6,198,199,6
S5433,7,199,53,7
S5433,8,53,94,8
S5433,9,94,13,9
S5433,10,13,194,10
S5433,11,194,132,11
S5433,12,132,101,12
S5433,13,101,21,13
S5433,14,21,138,14
S5433,15,138,31,15
S5433,16,31,79,16
S5433,17,79,55,17
S5433,18,55,99,18
S5433,19,99,SINK,19
S5434,1,188,102,1
S5434,2,102,111,2
S5434,3,111,98,3
S5434,4,98,98,4
S5434,5,98,47,5
S5434,6,47,14,6
S5434,7,14,57,7
S5434,8,57,164,8
S5434,9,164,197,9
S5434,10,197,154,10
S5434,11,154,75,11
S5434,12,75,19,12
S5434,13,19,80,13
S5434,14,80,SINK,14
S5435,1,141,169,1
S5435,2,169,4,2
S5435,3,4,85,3
S5435,4,85,135,4
S5435,5,135,17,5
S5435,6,17,120,6
S5435,7,120,63,7
S5435,8,63,21,8
S5435,9,21,95,9
S5435,10,95,54,10
S5435,11,54,51,11
S5435,12,51,124,12
S5435,13,124,12,13
S5435,14,12,170,14
S5435,15,170,59,15
S5435,16,59,SINK,16
S5436,1,172,142,1
S5436,2,142,107,2
S5436,3,107,87,3
S5436,4,87,78,4
S5436,5,78,165,5
S5436,6,165,156,6
S5436,7,156,62,7
S5436,8,62,118,8
S5436,9,118,90,9
S5436,10,90,16,10
S5436,11,16,26,11
S5436,12,26,83,12
S5436,13,83,SINK,13
S5437,1,149,176,1
S5437,2,176,110,2
S5437,3,110,157,3
S5437,4,157,145,4
S5437,5,145,169,5
S5437,6,169,11,6
S5437,7,11,131,7
S5437,8,131,167,8
S5437,9,167,37,9
S5437,10,37,72,10
S5437,11,72,127,11
S5437,12,127,SINK,12
S5438,1,27,93,1
S5438,2,93,30,2
S5438,3,30,144,3
S5438,4,144,85,4
S5438,5,85,82,5
S5438,6,82,19,6
S5438,7,19,101,7
S5438,8,101,192,8
S5438,9,192,33,9
S5438,10,33,197,10
S5438,11,197,105,11
S5438,12,105,137,12
S5438,13,137,104,13
S5438,14,104,108,14
S5438,15,108,75,15
S5438,16,75,2,16
S5438,17,2,128,17
S5438,18,128,106,18
S5438,19,106,191,19
S5438,20,191,39,20
S5438,21,39,SINK,21
S5439,1,126,61,1
S5439,2,61,101,2
S5439,3,101,86,3
S5439,4,86,188,4
S5439,5,188,40,5
S5439,6,40,40,6
S5439,7,40,172,7
S5439,8,172,76,8
S5439,9,76,SINK,9
S544,1,40,159,1
S544,2,159,169,2
S544,3,169,137,3
S544,4,137,136,4
S544,5,136,181,5
S544,6,181,61,6
S544,7,61,101,7
S544,8,101,118,8
S544,9,118,SINK,9
S5440,1,183,53,1
S5440,2,53,68,2
S5440,3,68,50,3
S5440,4,50,108,4
S5440,5,108,75,5
S5440,6,75,37,6
S5440,7,37,70,7
S5440,8,70,187,8
S5440,9,187,191,9
S5440,10,191,109,10
S5440,11,109,177,11
S5440,12,177,114,12
S5440,13,114,200,13
S5440,14,200,4,14
S5440,15,4,28,15
S5440,16,28,45,16
S5440,17,45,153,17
S5440,18,153,31,18
S5440,19,31,SINK,19
S5441,1,13,157,1
S5441,2,157,70,2
S5441,3,70,70,3
S5441,4,70,163,4
S5441,5,163,11,5
S5441,6,11,175,6
S5441,7,175,86,7
S5441,8,86,16,8
S5441,9,16,192,9
S5441,10,192,28,10
S5441,11,28,37,11
S5441,12,37,185,12
S5441,13,185,66,13
S5441,14,66,66,14
S5441,15,66,194,15
S5441,16,194,17,16
S5441,17,17,28,17
S5441,18,28,113,18
S5441,19,113,SINK,19
S5442,1,127,43,1
S5442,2,43,139,2
S5442,3,139,26,3
S5442,4,26,122,4
S5442,5,122,72,5
S5442,6,72,41,6
S5442,7,41,175,7
S5442,8,175,183,8
S5442,9,183,89,9
S5442,10,89,38,10
S5442,11,38,149,11
S5442,12,149,164,12
S5442,13,164,190,13
S5442,14,190,171,14
S5442,15,171,23,15
S5442,16,23,SINK,16
S5443,1,34,91,1
S5443,2,91,109,2
S5443,3,109,141,3
S5443,4,141,74,4
S5443,5,74,157,5
S5443,6,157,147,6
S5443,7,147,161,7
S5443,8,161,129,8
S5443,9,129,178,9
S5443,10,178,142,10
S5443,11,142,130,11
S5443,12,130,36,12
S5443,13,36,SINK,13
S5444,1,151,89,1
S5444,2,89,113,2
S5444,3,113,160,3
S5444,4,160,60,4
S5444,5,60,84,5
S5444,6,84,34,6
S5444,7,34,126,7
S5444,8,126,52,8
S5444,9,52,SINK,9
S5445,1,102,135,1
S5445,2,135,121,2
S5445,3,121,124,3
S5445,4,124,153,4
S5445,5,153,155,5
S5445,6,155,39,6
S5445,7,39,89,7
S5445,8,89,150,8
S5445,9,150,114,9
S5445,10,114,5,10
S5445,11,5,196,11
S5445,12,196,91,12
S5445,13,91,SINK,13
S5446,1,63,146,1
S5446,2,146,144,2
S5446,3,144,134,3
S5446,4,134,91,4
S5446,5,91,49,5
S5446,6,49,199,6
S5446,7,199,86,7
S5446,8,86,81,8
S5446,9,81,34,9
S5446,10,34,18,10
S5446,11,18,78,11
S5446,12,78,97,12
S5446,13,97,182,13
S5446,14,182,27,14
S5446,15,27,65,15
S5446,16,65,120,16
S5446,17,120,115,17
S5446,18,115,120,18
S5446,19,120,SINK,19
S5447,1,138,180,1
S5447,2,180,56,2
S5447,3,56,188,3
S5447,4,188,164,4
S5447,5,164,8,5
S5447,6,8,112,6
S5447,7,112,112,7
S5447,8,112,115,8
S5447,9,115,32,9
S5447,10,32,185,10
S5447,11,185,63,11
S5447,12,63,177,12
S5447,13,177,77,13
S5447,14,77,SINK,14
S5448,1,183,195,1
S5448,2,195,158,2
S5448,3,158,44,3
S5448,4,44,138,4
S5448,5,138,158,5
S5448,6,158,122,6
S5448,7,122,190,7
S5448,8,190,152,8
S5448,9,152,181,9
S5448,10,181,21,10
S5448,11,21,109,11
S5448,12,109,69,12
S5448,13,69,190,13
S5448,14,190,13,14
S5448,15,13,23,15
S5448,16,23,2,16
S5448,17,2,SINK,17
S5449,1,109,196,1
S5449,2,196,68,2
S5449,3,68,63,3
S5449,4,63,133,4
S5449,5,133,4,5
S5449,6,4,38,6
S5449,7,38,59,7
S5449,8,59,100,8
S5449,9,100,142,9
S5449,10,142,SINK,10
S545,1,41,149,1
S545,2,149,107,2
S545,3,107,170,3
S545,4,170,21,4
S545,5,21,114,5
S545,6,114,178,6
S545,7,178,82,7
S545,8,82,93,8
S545,9,93,188,9
S545,10,188,2,10
S545,11,2,13,11
S545,12,13,SINK,12
S5450,1,58,142,1
S5450,2,142,85,2
S5450,3,85,161,3
S5450,4,161,2,4
S5450,5,2,17,5
S5450,6,17,93,6
S5450,7,93,21,7
S5450,8,21,175,8
S5450,9,175,198,9
S5450,10,198,104,10
S5450,11,104,7,11
S5450,12,7,132,12
