customer,timestamp,item,sequence_position
S6601,10,98,10
S6601,11,34,11
S6601,12,165,12
S6601,13,26,13
S6601,14,18,14
S6601,15,32,15
S6601,16,99,16
S6602,1,82,1
S6602,2,172,2
S6602,3,78,3
S6602,4,33,4
S6602,5,164,5
S6602,6,48,6
S6602,7,10,7
S6602,8,177,8
S6602,9,195,9
S6602,10,91,10
S6602,11,42,11
S6602,12,55,12
S6602,13,72,13
S6602,14,151,14
S6602,15,48,15
S6602,16,134,16
S6603,1,199,1
S6603,2,20,2
S6603,3,95,3
S6603,4,165,4
S6603,5,115,5
S6603,6,63,6
S6603,7,199,7
S6603,8,178,8
S6603,9,143,9
S6603,10,143,10
S6603,11,185,11
S6603,12,83,12
S6603,13,147,13
S6603,14,58,14
S6603,15,154,15
S6603,16,200,16
S6604,1,69,1
S6604,2,188,2
S6604,3,99,3
S6604,4,2,4
S6604,5,66,5
S6604,6,149,6
S6604,7,95,7
S6604,8,100,8
S6604,9,94,9
S6604,10,149,10
S6604,11,101,11
S6604,12,102,12
S6604,13,123,13
S6604,14,194,14
S6604,15,74,15
S6604,16,30,16
S6604,17,76,17
S6604,18,196,18
S6604,19,154,19
S6605,1,39,1
S6605,2,57,2
S6605,3,113,3
S6605,4,14,4
S6605,5,92,5
S6605,6,132,6
S6605,7,195,7
S6605,8,19,8
S6605,9,85,9
S6605,10,186,10
S6606,1,82,1
S6606,2,87,2
S6606,3,98,3
S6606,4,65,4
S6606,5,156,5
S6606,6,82,6
S6606,7,144,7
S6606,8,94,8
S6606,9,70,9
S6606,10,13,10
S6606,11,167,11
S6606,12,187,12
S6606,13,90,13
S6606,14,54,14
S6606,15,192,15
S6606,16,167,16
S6606,17,66,17
S6606,18,45,18
S6607,1,22,1
S6607,2,124,2
S6607,3,197,3
S6607,4,172,4
S6607,5,152,5
S6607,6,12,6
S6607,7,92,7
S6607,8,107,8
S6607,9,79,9
S6607,10,21,10
S6607,11,18,11
S6607,12,122,12
S6607,13,126,13
S6607,14,30,14
S6607,15,138,15
S6607,16,147,16
S6607,17,163,17
S6607,18,84,18
S6607,19,134,19
S6608,1,7,1
S6608,2,41,2
S6608,3,80,3
S6608,4,7,4
S6608,5,146,5
S6608,6,181,6
S6608,7,116,7
S6608,8,64,8
S6608,9,1,9
S6608,10,185,10
S6609,1,117,1
S6609,2,13,2
S6609,3,112,3
S6609,4,199,4
S6609,5,83,5
S6609,6,200,6
S6609,7,154,7
S6609,8,195,8
S6609,9,76,9
S6609,10,145,10
S6609,11,72,11
S6609,12,141,12
S6609,13,146,13
S6609,14,48,14
S6609,15,14,15
S6609,16,21,16
S6609,17,99,17
S6609,18,103,18
S6609,19,44,19
S661,1,51,1
S661,2,59,2
S661,3,123,3
S661,4,181,4
S661,5,129,5
S661,6,2,6
S661,7,143,7
S661,8,173,8
S661,9,82,9
S661,10,123,10
S661,11,63,11
S661,12,53,12
S6610,1,145,1
S6610,2,191,2
S6610,3,45,3
S6610,4,19,4
S6610,5,187,5
S6610,6,144,6
S6610,7,76,7
S6610,8,80,8
S6610,9,170,9
S6610,10,89,10
S6610,11,136,11
S6610,12,98,12
S6611,1,65,1
S6611,2,26,2
S6611,3,121,3
S6611,4,192,4
S6611,5,199,5
S6611,6,188,6
S6611,7,172,7
S6611,8,129,8
S6611,9,173,9
S6611,10,72,10
S6611,11,192,11
S6611,12,61,12
S6611,13,15,13
S6611,14,48,14
S6611,15,86,15
S6611,16,62,16
S6611,17,168,17
S6611,18,81,18
S6611,19,158,19
S6612,1,192,1
S6612,2,93,2
S6612,3,61,3
S6612,4,158,4
S6612,5,90,5
S6612,6,95,6
S6612,7,3,7
S6612,8,11,8
S6612,9,170,9
S6612,10,166,10
S6612,11,93,11
S6612,12,64,12
S6612,13,119,13
S6612,14,90,14
S6612,15,25,15
S6612,16,20,16
S6612,17,41,17
S6612,18,142,18
S6612,19,91,19
S6612,20,158,20
S6612,21,16,21
S6613,1,86,1
S6613,2,168,2
S6613,3,99,3
S6613,4,26,4
S6613,5,178,5
S6613,6,42,6
S6613,7,104,7
S6613,8,124,8
S6613,9,48,9
S6613,10,108,10
S6613,11,181,11
S6613,12,132,12
S6613,13,44,13
S6613,14,125,14
S6613,15,144,15
S6614,1,193,1
S6614,2,178,2
S6614,3,82,3
S6614,4,40,4
S6614,5,44,5
S6614,6,75,6
S6614,7,124,7
S6614,8,166,8
S6614,9,23,9
S6614,10,172,10
S6614,11,64,11
S6614,12,83,12
S6614,13,72,13
S6614,14,74,14
S6614,15,27,15
S6614,16,105,16
S6614,17,49,17
S6614,18,87,18
S6614,19,66,19
S6614,20,138,20
S6615,1,32,1
S6615,2,35,2
S6615,3,47,3
S6615,4,108,4
S6615,5,71,5
S6615,6,177,6
S6615,7,103,7
S6615,8,177,8
S6615,9,152,9
S6615,10,78,10
S6615,11,90,11
S6615,12,8,12
S6615,13,158,13
S6616,1,195,1
S6616,2,133,2
S6616,3,158,3
S6616,4,109,4
S6616,5,53,5
S6616,6,68,6
S6616,7,113,7
S6616,8,61,8
S6616,9,198,9
S6616,10,193,10
S6616,11,148,11
S6616,12,94,12
S6616,13,135,13
S6616,14,87,14
S6616,15,180,15
S6617,1,10,1
S6617,2,104,2
S6617,3,45,3
S6617,4,186,4
S6617,5,178,5
S6617,6,200,6
S6617,7,49,7
S6617,8,134,8
S6617,9,116,9
S6617,10,168,10
S6618,1,7,1
S6618,2,144,2
S6618,3,111,3
S6618,4,116,4
S6618,5,197,5
S6618,6,4,6
S6618,7,63,7
S6618,8,85,8
S6618,9,198,9
S6618,10,65,10
S6618,11,137,11
S6618,12,7,12
S6618,13,127,13
S6618,14,133,14
S6618,15,69,15
S6618,16,52,16
S6619,1,5,1
S6619,2,142,2
S6619,3,30,3
S6619,4,95,4
S6619,5,8,5
S6619,6,57,6
S6619,7,97,7
S6619,8,86,8
S6619,9,58,9
S6619,10,131,10
S662,1,83,1
S662,2,149,2
S662,3,132,3
S662,4,187,4
S662,5,119,5
S662,6,10,6
S662,7,148,7
S662,8,20,8
S662,9,42,9
S662,10,94,10
S662,11,131,11
S662,12,188,12
S662,13,163,13
S662,14,14,14
S662,15,41,15
S662,16,139,16
S6620,1,46,1
S6620,2,116,2
S6620,3,119,3
S6620,4,103,4
S6620,5,167,5
S6620,6,177,6
S6620,7,75,7
S6620,8,179,8
S6620,9,184,9
S6620,10,30,10
S6620,11,142,11
S6620,12,59,12
S6620,13,147,13
S6620,14,32,14
S6620,15,131,15
S6620,16,36,16
S6621,1,195,1
S6621,2,55,2
S6621,3,22,3
S6621,4,73,4
S6621,5,19,5
S6621,6,155,6
S6621,7,82,7
S6621,8,153,8
S6621,9,192,9
S6621,10,93,10
S6621,11,121,11
S6621,12,148,12
S6621,13,159,13
S6621,14,169,14
S6621,15,3,15
S6622,1,47,1
S6622,2,82,2
S6622,3,84,3
S6622,4,194,4
S6622,5,36,5
S6622,6,52,6
S6622,7,18,7
S6622,8,102,8
S6622,9,80,9
S6622,10,155,10
S6623,1,66,1
S6623,2,164,2
S6623,3,67,3
S6623,4,80,4
S6623,5,95,5
S6623,6,126,6
S6623,7,54,7
S6623,8,157,8
S6623,9,195,9
S6623,10,164,10
S6623,11,124,11
S6623,12,57,12
S6623,13,184,13
S6623,14,69,14
S6623,15,82,15
S6623,16,158,16
S6623,17,117,17
S6623,18,13,18
S6623,19,105,19
S6623,20,106,20
S6623,21,141,21
S6624,1,133,1
S6624,2,114,2
S6624,3,22,3
S6624,4,80,4
S6624,5,200,5
S6624,6,100,6
S6624,7,148,7
S6624,8,85,8
S6624,9,24,9
S6624,10,140,10
S6624,11,174,11
S6624,12,134,12
S6624,13,98,13
S6624,14,170,14
S6624,15,142,15
S6624,16,75,16
S6624,17,32,17
S6624,18,111,18
S6624,19,54,19
S6624,20,81,20
S6624,21,17,21
S6625,1,73,1
S6625,2,121,2
S6625,3,57,3
S6625,4,6,4
S6625,5,173,5
S6625,6,92,6
S6625,7,43,7
S6625,8,145,8
S6625,9,173,9
S6625,10,138,10
S6625,11,130,11
S6625,12,129,12
S6625,13,101,13
S6625,14,74,14
S6625,15,156,15
S6626,1,140,1
S6626,2,170,2
S6626,3,97,3
S6626,4,86,4
S6626,5,92,5
S6626,6,27,6
S6626,7,15,7
S6626,8,89,8
S6626,9,122,9
S6626,10,185,10
S6626,11,166,11
S6626,12,30,12
S6626,13,34,13
S6626,14,43,14
S6626,15,157,15
S6626,16,38,16
S6626,17,53,17
S6627,1,177,1
S6627,2,10,2
S6627,3,86,3
S6627,4,148,4
S6627,5,30,5
S6627,6,187,6
S6627,7,61,7
S6627,8,39,8
S6627,9,175,9
S6627,10,152,10
S6627,11,171,11
S6627,12,25,12
S6627,13,173,13
S6627,14,138,14
S6627,15,103,15
S6627,16,117,16
S6627,17,175,17
S6627,18,91,18
S6627,19,119,19
S6628,1,46,1
S6628,2,52,2
S6628,3,120,3
S6628,4,36,4
S6628,5,48,5
S6628,6,150,6
S6628,7,59,7
S6628,8,94,8
S6628,9,92,9
S6628,10,60,10
S6628,11,29,11
S6628,12,60,12
S6628,13,25,13
S6628,14,116,14
S6628,15,172,15
S6628,16,149,16
S6628,17,124,17
S6628,18,142,18
S6629,1,62,1
S6629,2,136,2
S6629,3,51,3
S6629,4,87,4
S6629,5,145,5
S6629,6,189,6
S6629,7,73,7
S6629,8,144,8
S6629,9,38,9
S6629,10,22,10
S6629,11,106,11
S6629,12,6,12
S6629,13,182,13
S6629,14,172,14
S6629,15,82,15
S6629,16,161,16
S6629,17,1,17
S6629,18,41,18
S663,1,36,1
S663,2,89,2
S663,3,17,3
S663,4,127,4
S663,5,46,5
S663,6,49,6
S663,7,71,7
S663,8,91,8
S663,9,96,9
S663,10,191,10
S663,11,75,11
S663,12,79,12
S6630,1,86,1
S6630,2,21,2
S6630,3,55,3
S6630,4,172,4
S6630,5,79,5
S6630,6,199,6
S6630,7,122,7
S6630,8,134,8
S6630,9,141,9
S6630,10,75,10
S6630,11,49,11
S6630,12,160,12
S6630,13,26,13
S6630,14,107,14
S6630,15,105,15
S6630,16,40,16
S6631,1,132,1
S6631,2,74,2
S6631,3,28,3
S6631,4,54,4
S6631,5,141,5
S6631,6,115,6
S6631,7,19,7
S6631,8,21,8
S6631,9,120,9
S6631,10,104,10
S6631,11,78,11
S6631,12,180,12
S6631,13,192,13
S6631,14,42,14
S6632,1,198,1
S6632,2,196,2
S6632,3,89,3
S6632,4,185,4
S6632,5,47,5
S6632,6,163,6
S6632,7,94,7
S6632,8,155,8
S6632,9,186,9
S6632,10,159,10
S6632,11,44,11
S6632,12,142,12
S6632,13,83,13
S6633,1,195,1
S6633,2,137,2
S6633,3,39,3
S6633,4,50,4
S6633,5,127,5
S6633,6,153,6
S6633,7,120,7
S6633,8,75,8
S6633,9,34,9
S6633,10,111,10
S6633,11,72,11
S6633,12,197,12
S6634,1,130,1
S6634,2,198,2
S6634,3,162,3
S6634,4,11,4
S6634,5,112,5
S6634,6,197,6
S6634,7,2,7
S6634,8,115,8
S6634,9,185,9
S6634,10,88,10
S6634,11,99,11
S6634,12,138,12
S6634,13,195,13
S6634,14,97,14
S6634,15,45,15
S6634,16,50,16
S6634,17,20,17
S6634,18,124,18
S6634,19,55,19
S6634,20,35,20
S6635,1,127,1
S6635,2,91,2
S6635,3,174,3
S6635,4,112,4
S6635,5,193,5
S6635,6,160,6
S6635,7,75,7
S6635,8,13,8
S6635,9,184,9
S6635,10,26,10
S6635,11,17,11
S6635,12,144,12
S6635,13,182,13
S6635,14,45,14
S6635,15,132,15
S6635,16,51,16
S6635,17,87,17
S6635,18,189,18
S6636,1,96,1
S6636,2,149,2
S6636,3,151,3
S6636,4,189,4
S6636,5,102,5
S6636,6,19,6
S6636,7,85,7
S6636,8,127,8
S6636,9,183,9
S6636,10,146,10
S6636,11,60,11
S6636,12,17,12
S6636,13,141,13
S6636,14,173,14
S6636,15,160,15
S6636,16,102,16
S6636,17,133,17
S6636,18,73,18
S6636,19,120,19
S6636,20,7,20
S6636,21,81,21
S6637,1,171,1
S6637,2,195,2
S6637,3,194,3
S6637,4,88,4
S6637,5,15,5
S6637,6,53,6
S6637,7,146,7
S6637,8,25,8
S6637,9,138,9
S6637,10,29,10
S6638,1,171,1
S6638,2,169,2
S6638,3,62,3
S6638,4,39,4
S6638,5,63,5
S6638,6,163,6
S6638,7,61,7
S6638,8,83,8
S6638,9,4,9
S6638,10,54,10
S6638,11,106,11
S6638,12,140,12
S6638,13,128,13
S6638,14,38,14
S6638,15,10,15
S6638,16,175,16
S6638,17,161,17
S6639,1,17,1
S6639,2,78,2
S6639,3,103,3
S6639,4,66,4
S6639,5,68,5
S6639,6,147,6
S6639,7,4,7
S6639,8,187,8
S6639,9,35,9
S6639,10,182,10
S6639,11,21,11
S6639,12,47,12
S6639,13,81,13
S6639,14,4,14
S664,1,89,1
S664,2,67,2
S664,3,70,3
S664,4,154,4
S664,5,153,5
S664,6,84,6
S664,7,41,7
S664,8,184,8
S664,9,107,9
S664,10,55,10
S664,11,115,11
S664,12,22,12
S664,13,78,13
S664,14,151,14
S664,15,66,15
S664,16,29,16
S6640,1,185,1
S6640,2,191,2
S6640,3,152,3
S6640,4,136,4
S6640,5,175,5
S6640,6,41,6
S6640,7,140,7
S6640,8,173,8
S6640,9,11,9
S6640,10,160,10
S6640,11,199,11
S6641,1,24,1
S6641,2,157,2
S6641,3,140,3
S6641,4,92,4
S6641,5,191,5
S6641,6,77,6
S6641,7,6,7
S6641,8,158,8
S6641,9,124,9
S6641,10,142,10
S6641,11,35,11
S6641,12,117,12
S6641,13,91,13
S6641,14,147,14
S6641,15,130,15
S6641,16,166,16
S6641,17,84,17
S6641,18,184,18
S6641,19,101,19
S6641,20,31,20
S6641,21,61,21
S6642,1,7,1
S6642,2,115,2
S6642,3,52,3
S6642,4,59,4
S6642,5,21,5
S6642,6,54,6
S6642,7,49,7
S6642,8,69,8
S6642,9,162,9
S6642,10,46,10
S6642,11,59,11
S6642,12,183,12
S6642,13,46,13
S6643,1,196,1
S6643,2,14,2
S6643,3,181,3
S6643,4,34,4
S6643,5,82,5
S6643,6,28,6
S6643,7,124,7
S6643,8,32,8
S6643,9,56,9
S6643,10,65,10
S6643,11,160,11
S6643,12,94,12
S6643,13,147,13
S6643,14,95,14
S6643,15,163,15
S6644,1,120,1
S6644,2,15,2
S6644,3,131,3
S6644,4,125,4
S6644,5,169,5
S6644,6,63,6
S6644,7,157,7
S6644,8,176,8
S6644,9,19,9
S6644,10,142,10
S6644,11,5,11
S6644,12,72,12
S6645,1,155,1
S6645,2,6,2
S6645,3,27,3
S6645,4,185,4
S6645,5,105,5
S6645,6,119,6
S6645,7,86,7
S6645,8,120,8
S6645,9,71,9
S6645,10,28,10
S6645,11,197,11
S6645,12,178,12
S6645,13,159,13
S6645,14,127,14
S6646,1,187,1
S6646,2,71,2
S6646,3,97,3
S6646,4,151,4
S6646,5,88,5
S6646,6,150,6
S6646,7,90,7
S6646,8,158,8
S6646,9,113,9
S6646,10,87,10
S6646,11,60,11
S6646,12,80,12
S6646,13,148,13
S6646,14,174,14
S6646,15,171,15
S6646,16,122,16
S6646,17,111,17
S6646,18,62,18
S6646,19,59,19
S6646,20,32,20
S6646,21,112,21
S6647,1,130,1
S6647,2,30,2
S6647,3,38,3
S6647,4,31,4
S6647,5,75,5
S6647,6,38,6
S6647,7,75,7
S6647,8,117,8
S6647,9,115,9
S6647,10,42,10
S6647,11,63,11
S6647,12,26,12
S6647,13,68,13
S6647,14,168,14
S6647,15,143,15
S6647,16,30,16
S6648,1,5,1
S6648,2,196,2
S6648,3,69,3
S6648,4,164,4
S6648,5,130,5
S6648,6,180,6
S6648,7,116,7
S6648,8,102,8
S6648,9,137,9
S6648,10,124,10
S6648,11,164,11
S6648,12,190,12
S6649,1,147,1
S6649,2,134,2
S6649,3,62,3
S6649,4,153,4
S6649,5,175,5
S6649,6,8,6
S6649,7,196,7
S6649,8,66,8
S6649,9,114,9
S6649,10,7,10
S6649,11,10,11
S6649,12,31,12
S665,1,83,1
S665,2,146,2
S665,3,82,3
S665,4,18,4
S665,5,170,5
S665,6,64,6
S665,7,74,7
S665,8,40,8
S665,9,141,9
S665,10,19,10
S665,11,103,11
S665,12,176,12
S665,13,149,13
S665,14,72,14
S665,15,130,15
S665,16,35,16
S665,17,38,17
S665,18,154,18
S665,19,185,19
S6650,1,43,1
S6650,2,141,2
S6650,3,134,3
S6650,4,62,4
S6650,5,159,5
S6650,6,186,6
S6650,7,21,7
S6650,8,19,8
S6650,9,135,9
S6651,1,24,1
S6651,2,52,2
S6651,3,35,3
S6651,4,114,4
S6651,5,170,5
S6651,6,90,6
S6651,7,79,7
S6651,8,174,8
S6651,9,82,9
S6651,10,138,10
S6652,1,111,1
S6652,2,126,2
S6652,3,128,3
S6652,4,12,4
S6652,5,141,5
S6652,6,155,6
S6652,7,159,7
S6652,8,59,8
S6652,9,74,9
S6652,10,82,10
S6652,11,24,11
S6652,12,58,12
S6652,13,139,13
S6653,1,63,1
S6653,2,169,2
S6653,3,114,3
S6653,4,25,4
S6653,5,145,5
S6653,6,179,6
S6653,7,127,7
S6653,8,117,8
S6653,9,107,9
S6653,10,117,10
S6653,11,94,11
S6653,12,82,12
S6653,13,123,13
S6653,14,115,14
S6653,15,176,15
S6654,1,143,1
S6654,2,96,2
S6654,3,85,3
S6654,4,155,4
S6654,5,137,5
S6654,6,51,6
S6654,7,4,7
S6654,8,85,8
S6654,9,88,9
S6654,10,4,10
S6655,1,8,1
S6655,2,79,2
S6655,3,149,3
S6655,4,87,4
S6655,5,89,5
S6655,6,171,6
S6655,7,182,7
S6655,8,56,8
S6655,9,61,9
S6656,1,36,1
S6656,2,143,2
S6656,3,40,3
S6656,4,90,4
S6656,5,85,5
S6656,6,147,6
S6656,7,59,7
S6656,8,190,8
S6656,9,16,9
S6656,10,182,10
S6656,11,191,11
S6656,12,21,12
S6656,13,200,13
S6656,14,28,14
S6656,15,192,15
S6656,16,27,16
S6656,17,11,17
S6656,18,171,18
S6657,1,23,1
S6657,2,141,2
S6657,3,103,3
S6657,4,42,4
S6657,5,84,5
S6657,6,192,6
S6657,7,133,7
S6657,8,130,8
S6657,9,185,9
S6657,10,182,10
S6657,11,170,11
S6657,12,107,12
S6658,1,113,1
S6658,2,151,2
S6658,3,165,3
S6658,4,42,4
S6658,5,70,5
S6658,6,143,6
S6658,7,139,7
S6658,8,199,8
S6658,9,124,9
S6658,10,24,10
S6658,11,61,11
S6658,12,65,12
S6658,13,189,13
S6658,14,24,14
S6658,15,87,15
S6659,1,28,1
S6659,2,12,2
S6659,3,62,3
S6659,4,46,4
S6659,5,65,5
S6659,6,74,6
S6659,7,41,7
S6659,8,153,8
S6659,9,59,9
S6659,10,132,10
S666,1,37,1
S666,2,75,2
S666,3,116,3
S666,4,79,4
S666,5,13,5
S666,6,17,6
S666,7,89,7
S666,8,183,8
S666,9,75,9
S666,10,88,10
S666,11,87,11
S666,12,96,12
S666,13,130,13
S666,14,19,14
S666,15,195,15
S666,16,29,16
S666,17,127,17
S666,18,26,18
S666,19,107,19
S6660,1,77,1
S6660,2,134,2
S6660,3,142,3
S6660,4,44,4
S6660,5,9,5
S6660,6,111,6
S6660,7,187,7
S6660,8,141,8
S6660,9,24,9
S6660,10,108,10
S6660,11,83,11
S6660,12,194,12
S6660,13,136,13
S6660,14,83,14
S6661,1,9,1
S6661,2,99,2
S6661,3,55,3
S6661,4,191,4
S6661,5,48,5
S6661,6,40,6
S6661,7,121,7
S6661,8,59,8
S6661,9,199,9
S6661,10,124,10
S6662,1,189,1
S6662,2,87,2
S6662,3,55,3
S6662,4,40,4
S6662,5,114,5
S6662,6,52,6
S6662,7,68,7
S6662,8,151,8
S6662,9,196,9
S6662,10,57,10
S6662,11,97,11
S6662,12,157,12
S6662,13,93,13
S6663,1,105,1
S6663,2,45,2
S6663,3,173,3
S6663,4,70,4
S6663,5,159,5
S6663,6,189,6
S6663,7,112,7
S6663,8,15,8
S6663,9,160,9
S6663,10,17,10
S6663,11,62,11
S6663,12,70,12
S6663,13,155,13
S6663,14,15,14
S6663,15,153,15
S6663,16,26,16
S6664,1,85,1
S6664,2,183,2
S6664,3,188,3
S6664,4,164,4
S6664,5,136,5
S6664,6,179,6
S6664,7,163,7
S6664,8,35,8
S6664,9,97,9
S6664,10,57,10
S6664,11,36,11
S6664,12,185,12
S6664,13,162,13
S6664,14,114,14
S6664,15,2,15
S6664,16,190,16
S6664,17,90,17
S6664,18,87,18
S6664,19,188,19
S6664,20,96,20
S6664,21,107,21
S6665,1,69,1
S6665,2,2,2
S6665,3,60,3
S6665,4,102,4
S6665,5,90,5
S6665,6,177,6
S6665,7,170,7
S6665,8,171,8
S6665,9,90,9
S6665,10,87,10
S6665,11,103,11
S6665,12,20,12
S6665,13,5,13
S6665,14,48,14
S6665,15,156,15
S6665,16,40,16
S6665,17,87,17
S6665,18,22,18
S6665,19,70,19
S6666,1,73,1
S6666,2,164,2
S6666,3,18,3
S6666,4,115,4
S6666,5,143,5
S6666,6,45,6
S6666,7,41,7
S6666,8,131,8
S6666,9,69,9
S6666,10,136,10
S6666,11,112,11
S6666,12,126,12
S6666,13,38,13
S6666,14,35,14
S6666,15,93,15
S6666,16,11,16
S6667,1,36,1
S6667,2,69,2
S6667,3,194,3
S6667,4,125,4
S6667,5,33,5
S6667,6,51,6
S6667,7,1,7
S6667,8,138,8
S6667,9,51,9
S6667,10,137,10
S6667,11,155,11
S6667,12,120,12
S6667,13,17,13
S6667,14,74,14
S6667,15,192,15
S6668,1,57,1
S6668,2,77,2
S6668,3,109,3
S6668,4,30,4
S6668,5,195,5
S6668,6,27,6
S6668,7,93,7
S6668,8,131,8
S6668,9,165,9
S6668,10,84,10
S6668,11,146,11
S6668,12,1,12
S6668,13,198,13
S6668,14,25,14
S6668,15,63,15
S6668,16,74,16
S6668,17,179,17
S6668,18,29,18
S6669,1,108,1
S6669,2,188,2
S6669,3,32,3
S6669,4,178,4
S6669,5,100,5
S6669,6,36,6
S6669,7,82,7
S6669,8,104,8
S6669,9,196,9
S6669,10,116,10
S6669,11,181,11
S6669,12,17,12
S6669,13,29,13
S6669,14,51,14
S6669,15,187,15
S6669,16,38,16
S6669,17,22,17
S6669,18,75,18
S6669,19,53,19
S6669,20,59,20
S667,1,182,1
S667,2,184,2
S667,3,137,3
S667,4,73,4
S667,5,83,5
S667,6,46,6
S667,7,93,7
S667,8,52,8
S667,9,8,9
S6670,1,180,1
S6670,2,186,2
S6670,3,52,3
S6670,4,127,4
S6670,5,64,5
S6670,6,195,6
S6670,7,153,7
S6670,8,193,8
S6670,9,21,9
S6670,10,57,10
S6670,11,96,11
S6670,12,13,12
S6670,13,195,13
S6670,14,52,14
S6671,1,82,1
S6671,2,22,2
S6671,3,182,3
S6671,4,118,4
S6671,5,185,5
S6671,6,54,6
S6671,7,181,7
S6671,8,144,8
S6671,9,195,9
S6671,10,94,10
S6671,11,92,11
S6671,12,189,12
S6671,13,68,13
S6671,14,119,14
S6671,15,184,15
S6671,16,56,16
S6671,17,178,17
S6671,18,28,18
S6671,19,42,19
S6672,1,185,1
S6672,2,186,2
S6672,3,158,3
S6672,4,102,4
S6672,5,190,5
S6672,6,190,6
S6672,7,74,7
S6672,8,8,8
S6672,9,150,9
S6672,10,8,10
S6672,11,68,11
S6672,12,170,12
S6672,13,83,13
S6672,14,199,14
S6672,15,120,15
S6672,16,177,16
S6672,17,166,17
S6672,18,146,18
S6672,19,123,19
S6672,20,130,20
S6673,1,64,1
S6673,2,20,2
S6673,3,23,3
S6673,4,125,4
S6673,5,180,5
S6673,6,1,6
S6673,7,99,7
S6673,8,78,8
S6673,9,138,9
S6673,10,150,10
S6673,11,11,11
S6673,12,64,12
S6673,13,63,13
S6673,14,190,14
S6673,15,6,15
S6673,16,119,16
S6673,17,109,17
S6674,1,74,1
S6674,2,104,2
S6674,3,113,3
S6674,4,4,4
S6674,5,74,5
S6674,6,150,6
S6674,7,5,7
S6674,8,188,8
S6674,9,72,9
S6674,10,42,10
S6674,11,111,11
S6674,12,70,12
S6674,13,18,13
S6674,14,82,14
S6675,1,61,1
S6675,2,152,2
S6675,3,197,3
S6675,4,18,4
S6675,5,166,5
S6675,6,85,6
S6675,7,176,7
S6675,8,94,8
S6675,9,152,9
S6675,10,128,10
S6675,11,38,11
S6675,12,57,12
S6675,13,67,13
S6675,14,4,14
S6676,1,6,1
S6676,2,167,2
S6676,3,91,3
S6676,4,188,4
S6676,5,134,5
S6676,6,58,6
S6676,7,137,7
S6676,8,159,8
S6676,9,6,9
S6676,10,124,10
S6676,11,102,11
S6677,1,33,1
S6677,2,41,2
S6677,3,67,3
S6677,4,155,4
S6677,5,116,5
S6677,6,31,6
S6677,7,5,7
S6677,8,163,8
S6677,9,131,9
S6677,10,40,10
S6677,11,140,11
S6677,12,102,12
S6677,13,41,13
S6677,14,124,14
S6677,15,124,15
S6677,16,20,16
S6677,17,51,17
S6677,18,110,18
S6677,19,158,19
S6677,20,196,20
S6678,1,137,1
S6678,2,108,2
S6678,3,23,3
S6678,4,107,4
S6678,5,199,5
S6678,6,22,6
S6678,7,167,7
S6678,8,49,8
S6678,9,37,9
S6678,10,152,10
S6678,11,188,11
S6678,12,92,12
S6678,13,136,13
S6678,14,10,14
S6678,15,196,15
S6678,16,44,16
S6678,17,186,17
S6678,18,67,18
S6678,19,3,19
S6678,20,109,20
S6678,21,159,21
S6679,1,123,1
S6679,2,92,2
S6679,3,168,3
S6679,4,80,4
S6679,5,86,5
S6679,6,77,6
S6679,7,160,7
S6679,8,121,8
S6679,9,181,9
S6679,10,168,10
S6679,11,76,11
S6679,12,26,12
S6679,13,64,13
S6679,14,194,14
S6679,15,156,15
S668,1,10,1
S668,2,174,2
S668,3,198,3
S668,4,46,4
S668,5,66,5
S668,6,124,6
S668,7,27,7
S668,8,142,8
S668,9,186,9
S668,10,33,10
S668,11,3,11
S668,12,192,12
S668,13,36,13
S668,14,104,14
S668,15,79,15
S6680,1,159,1
S6680,2,47,2
S6680,3,149,3
S6680,4,102,4
S6680,5,183,5
S6680,6,196,6
S6680,7,119,7
S6680,8,121,8
S6680,9,28,9
S6681,1,31,1
S6681,2,77,2
S6681,3,195,3
S6681,4,199,4
S6681,5,198,5
S6681,6,200,6
S6681,7,193,7
S6681,8,66,8
S6681,9,52,9
S6681,10,18,10
S6681,11,127,11
S6681,12,136,12
S6681,13,173,13
S6681,14,150,14
S6681,15,150,15
S6681,16,23,16
S6681,17,188,17
S6682,1,36,1
S6682,2,92,2
S6682,3,16,3
S6682,4,183,4
S6682,5,12,5
S6682,6,118,6
S6682,7,191,7
S6682,8,195,8
S6682,9,67,9
S6682,10,18,10
S6683,1,157,1
S6683,2,146,2
S6683,3,113,3
S6683,4,177,4
S6683,5,66,5
S6683,6,110,6
S6683,7,7,7
S6683,8,87,8
S6683,9,169,9
S6683,10,2,10
S6683,11,136,11
S6683,12,145,12
S6683,13,70,13
S6683,14,15,14
S6683,15,50,15
S6683,16,18,16
S6683,17,39,17
S6683,18,105,18
S6683,19,102,19
S6683,20,184,20
S6684,1,130,1
S6684,2,159,2
S6684,3,127,3
S6684,4,197,4
S6684,5,45,5
S6684,6,184,6
S6684,7,160,7
S6684,8,54,8
S6684,9,10,9
S6685,1,5,1
S6685,2,107,2
S6685,3,3,3
S6685,4,79,4
S6685,5,30,5
S6685,6,115,6
S6685,7,87,7
S6685,8,16,8
S6685,9,78,9
S6685,10,40,10
S6686,1,170,1
S6686,2,70,2
S6686,3,27,3
S6686,4,149,4
S6686,5,61,5
S6686,6,145,6
S6686,7,8,7
S6686,8,186,8
S6686,9,157,9
S6686,10,127,10
S6686,11,78,11
S6686,12,157,12
