Source,Target,Frequency
48,146,4
79,55,4
169,11,4
49,199,4
182,27,4
8,112,4
79,24,4
75,32,4
51,173,4
10,74,4
29,61,4
113,96,4
125,1,4
21,35,4
42,95,4
178,33,4
119,9,4
158,71,4
1,182,4
41,105,4
97,163,4
80,166,4
122,84,4
123,178,4
114,99,4
190,129,4
63,62,4
2,132,4
4,126,4
17,13,4
134,44,4
125,139,4
151,198,4
95,170,4
48,189,4
22,45,4
152,170,4
54,42,4
191,134,4
15,6,4
115,47,4
115,19,4
173,42,4
137,124,4
73,19,4
42,20,4
73,154,4
93,117,4
38,57,4
168,102,4
104,115,4
43,172,4
103,44,4
24,29,4
57,184,4
2,102,4
180,186,4
121,3,4
197,161,4
134,10,4
86,38,4
14,16,4
16,102,4
37,27,4
159,65,4
32,64,4
177,7,4
137,182,4
180,149,4
86,96,4
48,164,4
142,42,4
170,122,4
109,147,4
12,171,4
115,142,4
63,67,4
69,194,4
161,195,4
131,71,4
94,116,4
139,114,4
41,104,4
10,48,4
98,22,4
52,96,4
27,61,4
138,90,4
88,42,4
189,44,4
62,12,4
119,83,4
21,23,4
30,10,4
10,73,4
189,182,4
176,198,4
41,19,4
42,69,4
198,3,4
195,188,4
73,86,4
195,128,4
7,46,4
141,166,4
34,67,4
87,122,4
114,84,4
184,27,4
60,159,4
14,166,4
42,63,4
149,99,4
57,6,4
165,88,4
11,187,4
99,57,4
147,74,4
198,196,4
64,73,4
119,36,4
72,1,4
200,158,4
76,56,4
74,168,4
40,121,4
200,159,4
74,56,4
124,111,4
165,19,4
141,194,4
151,9,4
58,178,4
136,112,4
19,89,4
180,26,4
52,34,4
132,133,4
48,82,4
37,18,4
11,113,4
127,138,4
154,82,4
97,118,4
29,60,4
24,32,4
130,66,4
190,145,4
97,173,4
37,131,4
86,22,4
147,122,4
187,124,4
92,107,4
135,148,4
6,20,4
8,116,4
87,77,4
128,172,4
52,147,4
38,56,4
39,179,4
155,98,4
198,47,4
118,49,4
117,42,4
106,10,4
37,186,4
144,74,4
187,117,4
160,113,4
53,7,4
173,166,4
93,165,4
34,33,4
10,122,4
153,120,4
48,89,4
166,92,4
194,112,4
182,194,4
23,11,4
2,32,4
31,66,4
33,76,4
155,14,4
177,103,4
7,117,4
37,46,4
17,186,4
132,23,4
81,25,4
19,100,4
66,173,4
194,18,4
191,47,4
108,26,4
1,164,4
123,138,4
121,19,4
21,152,4
101,82,4
109,187,4
11,176,4
176,129,4
49,183,4
127,169,4
105,177,4
191,153,4
129,25,4
32,35,4
87,97,4
33,196,4
102,63,4
88,175,4
30,165,4
111,77,4
80,121,4
48,86,4
14,34,4
72,77,4
147,54,4
180,75,4
21,187,4
123,160,4
119,8,4
27,67,4
1,23,4
99,179,4
162,70,4
81,168,4
134,9,4
82,43,4
177,156,4
120,12,4
6,7,4
90,181,4
140,137,4
135,119,4
147,58,4
80,7,4
64,1,4
111,54,4
180,192,4
144,182,4
162,46,4
63,169,4
165,42,4
190,190,4
119,151,4
76,95,4
134,183,4
63,140,4
11,51,4
19,31,4
167,147,4
49,56,4
29,114,4
73,66,4
112,145,4
69,64,4
109,7,4
104,141,4
194,127,4
152,26,4
188,48,4
72,161,4
184,68,4
170,30,4
176,9,4
71,129,4
127,105,4
142,41,4
58,42,4
180,83,4
196,191,4
41,190,4
73,191,4
159,135,4
24,178,4
156,111,4
121,15,4
168,147,4
78,127,4
43,133,4
17,167,4
98,139,4
129,185,4
165,99,4
152,157,4
18,23,4
166,98,4
172,127,4
127,28,4
68,154,4
124,118,4
22,95,4
51,148,4
187,37,4
159,74,4
47,190,4
130,104,4
106,161,4
200,26,4
6,121,4
116,52,4
197,120,4
15,97,4
33,185,4
177,190,4
74,72,4
126,158,4
133,148,4
120,199,4
149,150,4
106,127,4
52,184,4
137,17,4
105,91,4
1,146,4
18,28,4
57,100,4
161,154,4
167,111,4
30,14,4
9,129,4
75,182,4
23,131,4
140,79,4
61,154,4
65,66,4
192,121,4
82,169,4
190,24,3
119,186,3
22,123,3
25,114,3
32,20,3
173,192,3
81,43,3
144,113,3
106,180,3
180,110,3
38,179,3
61,45,3
77,159,3
43,68,3
108,59,3
20,16,3
13,182,3
147,39,3
127,71,3
43,198,3
51,54,3
119,6,3
77,13,3
88,9,3
76,144,3
144,86,3
86,26,3
26,58,3
109,122,3
99,24,3
86,65,3
65,16,3
114,181,3
5,103,3
146,54,3
54,153,3
57,182,3
182,75,3
152,39,3
89,61,3
156,42,3
42,58,3
133,152,3
11,89,3
180,103,3
163,54,3
141,43,3
123,119,3
115,155,3
23,144,3
39,110,3
110,114,3
18,45,3
45,90,3
34,187,3
147,113,3
112,53,3
65,191,3
17,77,3
65,19,3
177,83,3
103,21,3
70,57,3
100,31,3
31,182,3
144,184,3
161,37,3
57,19,3
169,121,3
121,90,3
90,121,3
121,150,3
73,53,3
17,45,3
48,148,3
28,20,3
57,22,3
32,42,3
132,63,3
116,58,3
164,96,3
96,1,3
77,83,3
143,32,3
20,57,3
181,100,3
50,182,3
8,189,3
171,58,3
90,141,3
47,106,3
100,53,3
136,71,3
3,189,3
148,43,3
75,171,3
64,46,3
157,89,3
156,9,3
9,75,3
83,169,3
42,170,3
87,165,3
91,143,3
145,176,3
76,199,3
195,21,3
21,134,3
134,180,3
27,109,3
198,52,3
52,158,3
195,140,3
155,129,3
101,185,3
9,120,3
120,65,3
59,108,3
169,78,3
107,142,3
142,107,3
3,188,3
185,111,3
56,123,3
127,162,3
109,38,3
57,43,3
43,15,3
146,132,3
132,150,3
144,171,3
140,85,3
85,189,3
189,119,3
10,118,3
67,24,3
10,120,3
80,8,3
28,1,3
1,9,3
115,62,3
34,152,3
94,88,3
88,153,3
153,91,3
197,199,3
81,103,3
178,66,3
138,60,3
169,2,3
2,177,3
63,116,3
17,63,3
78,165,3
198,107,3
97,117,3
55,94,3
129,51,3
80,25,3
193,30,3
178,1,3
81,92,3
97,29,3
66,195,3
151,193,3
135,71,3
192,34,3
22,140,3
140,9,3
9,188,3
84,53,3
79,35,3
35,58,3
93,67,3
56,5,3
143,84,3
93,150,3
151,60,3
178,142,3
142,117,3
150,30,3
188,147,3
95,159,3
200,102,3
34,165,3
31,134,3
10,10,3
10,34,3
83,104,3
104,194,3
131,70,3
97,116,3
84,79,3
183,8,3
139,15,3
34,110,3
38,109,3
53,36,3
102,184,3
181,150,3
136,121,3
121,68,3
24,200,3
12,29,3
124,42,3
133,111,3
19,67,3
76,3,3
3,166,3
162,115,3
115,54,3
183,37,3
37,81,3
75,184,3
19,51,3
51,111,3
43,178,3
139,54,3
34,104,3
52,124,3
15,24,3
24,188,3
23,176,3
81,54,3
31,69,3
16,136,3
116,75,3
86,93,3
177,62,3
49,125,3
125,15,3
15,110,3
146,86,3
28,160,3
148,102,3
22,200,3
200,71,3
18,121,3
73,27,3
170,196,3
114,159,3
143,16,3
86,156,3
27,53,3
53,9,3
171,122,3
171,102,3
140,195,3
56,165,3
36,39,3
136,101,3
101,41,3
37,177,3
184,132,3
106,144,3
4,86,3
116,125,3
186,32,3
80,175,3
88,134,3
122,49,3
21,110,3
110,198,3
175,2,3
180,49,3
122,82,3
11,132,3
132,176,3
79,102,3
22,4,3
181,119,3
119,130,3
159,39,3
193,28,3
166,173,3
143,83,3
23,88,3
77,1,3
40,160,3
138,182,3
71,127,3
52,141,3
151,175,3
175,38,3
38,193,3
181,141,3
78,28,3
115,50,3
88,58,3
30,17,3
66,9,3
69,157,3
173,20,3
46,174,3
97,66,3
114,19,3
4,28,3
28,89,3
12,23,3
17,175,3
73,155,3
161,153,3
153,68,3
104,176,3
153,157,3
157,39,3
39,149,3
149,6,3
191,88,3
88,57,3
137,187,3
185,92,3
137,145,3
13,147,3
118,38,3
60,34,3
130,120,3
120,77,3
77,146,3
79,50,3
95,11,3
11,150,3
90,48,3
45,140,3
194,130,3
161,146,3
118,14,3
14,85,3
126,128,3
75,89,3
141,94,3
122,146,3
144,8,3
160,126,3
183,18,3
18,170,3
195,190,3
99,8,3
8,125,3
79,139,3
76,102,3
117,44,3
44,165,3
82,176,3
21,82,3
100,199,3
29,47,3
12,123,3
189,111,3
10,91,3
91,178,3
93,153,3
154,188,3
119,69,3
55,69,3
166,128,3
68,73,3
171,64,3
157,36,3
36,91,3
20,156,3
164,84,3
106,81,3
81,132,3
12,41,3
25,83,3
136,84,3
84,199,3
119,54,3
171,32,3
32,164,3
98,196,3
85,118,3
110,73,3
6,153,3
153,195,3
70,100,3
100,195,3
160,94,3
196,31,3
31,183,3
3,95,3
95,84,3
150,189,3
82,156,3
46,126,3
86,33,3
82,39,3
20,69,3
13,32,3
162,63,3
176,49,3
120,189,3
18,18,3
76,156,3
114,27,3
177,90,3
134,29,3
130,44,3
100,70,3
194,90,3
141,159,3
169,97,3
138,124,3
122,63,3
87,41,3
41,149,3
135,73,3
82,61,3
61,72,3
106,200,3
200,14,3
191,114,3
148,139,3
164,31,3
31,39,3
39,146,3
7,29,3
70,184,3
56,67,3
97,8,3
79,180,3
180,59,3
2,150,3
90,127,3
154,75,3
97,119,3
95,103,3
144,117,3
163,58,3
150,178,3
184,135,3
135,20,3
178,9,3
43,101,3
65,108,3
28,74,3
148,74,3
65,52,3
94,141,3
102,70,3
194,58,3
63,37,3
37,29,3
29,129,3
18,92,3
92,91,3
91,200,3
200,104,3
52,136,3
33,17,3
30,35,3
115,27,3
27,191,3
183,173,3
173,174,3
174,29,3
138,133,3
157,200,3
200,185,3
102,142,3
37,32,3
45,167,3
164,71,3
134,32,3
173,57,3
74,24,3
88,199,3
100,189,3
189,77,3
138,64,3
64,62,3
152,110,3
66,16,3
196,122,3
6,142,3
93,181,3
108,60,3
60,92,3
92,13,3
200,66,3
66,7,3
7,155,3
74,199,3
163,152,3
15,95,3
110,127,3
171,140,3
42,104,3
49,115,3
106,114,3
199,21,3
117,95,3
78,126,3
61,160,3
23,25,3
121,141,3
37,150,3
130,171,3
138,19,3
22,16,3
97,129,3
117,41,3
41,130,3
52,50,3
125,121,3
111,55,3
52,32,3
133,40,3
176,131,3
26,34,3
34,119,3
67,69,3
69,152,3
152,52,3
91,25,3
93,129,3
140,62,3
114,12,3
69,10,3
156,79,3
117,194,3
194,186,3
74,187,3
103,144,3
38,47,3
146,166,3
166,148,3
88,56,3
56,92,3
59,123,3
199,152,3
191,157,3
79,183,3
154,198,3
198,40,3
1,105,3
146,106,3
129,148,3
148,109,3
189,114,3
111,142,3
56,142,3
41,156,3
97,177,3
84,107,3
138,33,3
9,106,3
26,90,3
90,142,3
72,2,3
190,157,3
174,66,3
37,92,3
143,186,3
131,62,3
79,83,3
6,143,3
111,86,3
102,12,3
108,162,3
150,27,3
118,172,3
57,65,3
43,98,3
82,175,3
87,32,3
84,81,3
26,88,3
164,163,3
12,26,3
179,176,3
16,113,3
113,128,3
149,194,3
124,96,3
77,145,3
182,22,3
22,139,3
179,133,3
133,30,3
10,56,3
146,32,3
35,70,3
18,130,3
25,191,3
57,60,3
63,125,3
125,42,3
7,45,3
65,10,3
65,177,3
196,136,3
159,108,3
108,148,3
149,138,3
43,57,3
94,192,3
50,114,3
145,96,3
57,9,3
130,103,3
144,40,3
42,185,3
172,68,3
106,165,3
165,106,3
15,185,3
185,51,3
176,65,3
101,126,3
31,169,3
127,80,3
38,50,3
15,66,3
66,160,3
160,47,3
42,124,3
45,104,3
102,33,3
37,144,3
36,29,3
114,200,3
200,98,3
112,28,3
101,155,3
101,180,3
180,6,3
29,39,3
146,55,3
76,84,3
171,178,3
38,9,3
178,91,3
157,94,3
115,146,3
175,50,3
124,25,3
140,121,3
168,131,3
45,82,3
116,140,3
112,130,3
142,194,3
171,147,3
200,13,3
129,180,3
187,142,3
126,195,3
129,135,3
37,142,3
135,46,3
50,179,3
138,146,3
61,38,3
71,17,3
81,82,3
27,102,3
2,82,3
189,6,3
10,139,3
28,90,3
199,140,3
47,79,3
152,72,3
72,47,3
47,149,3
57,33,3
144,63,3
58,40,3
107,82,3
7,152,3
108,134,3
173,4,3
3,94,3
59,193,3
193,127,3
59,91,3
90,44,3
166,37,3
68,77,3
96,96,3
181,27,3
97,26,3
71,82,3
15,83,3
83,136,3
10,63,3
106,182,3
130,123,3
1,84,3
51,75,3
75,2,3
76,94,3
11,22,3
22,168,3
178,127,3
86,54,3
64,193,3
137,8,3
6,168,3
12,142,3
54,129,3
114,20,3
13,111,3
185,138,3
200,70,3
26,62,3
62,178,3
178,60,3
167,29,3
106,164,3
164,154,3
93,102,3
198,186,3
194,119,3
46,180,3
21,95,3
87,34,3
86,11,3
11,6,3
181,107,3
154,99,3
99,44,3
44,84,3
8,162,3
91,191,3
191,26,3
145,21,3
79,101,3
53,115,3
49,128,3
131,162,3
171,75,3
75,98,3
117,156,3
164,85,3
47,140,3
10,49,3
112,143,3
143,72,3
141,106,3
168,142,3
118,91,3
174,9,3
29,26,3
140,127,3
187,16,3
32,135,3
174,71,3
24,98,3
43,105,3
58,51,3
174,75,3
108,96,3
96,90,3
31,116,3
116,154,3
167,50,3
52,122,3
12,77,3
139,52,3
11,127,3
45,41,3
93,113,3
163,97,3
97,12,3
181,53,3
146,186,3
192,77,3
49,36,3
29,128,3
16,100,3
30,185,3
135,38,3
104,14,3
104,29,3
29,91,3
125,197,3
4,61,3
12,93,3
112,154,3
95,162,3
21,180,3
94,110,3
40,176,3
27,76,3
167,181,3
161,94,3
82,75,3
181,130,3
52,70,3
153,162,3
29,83,3
184,18,3
82,72,3
73,170,3
28,75,3
65,62,3
30,197,3
81,40,3
171,4,3
181,186,3
162,79,3
181,153,3
40,122,3
133,188,3
188,51,3
129,83,3
83,90,3
22,185,3
50,96,3
188,187,3
131,153,3
153,37,3
22,196,3
182,178,3
78,95,3
130,83,3
2,31,3
24,167,3
1,31,3
84,128,3
149,143,3
52,30,3
178,52,3
9,45,3
122,59,3
59,166,3
98,103,3
137,199,3
38,41,3
119,154,3
154,43,3
110,108,3
188,82,3
188,93,3
108,160,3
39,198,3
101,19,3
102,171,3
75,196,3
90,145,3
145,124,3
14,81,3
186,82,3
85,191,3
191,43,3
133,134,3
17,136,3
105,145,3
161,149,3
110,142,3
162,54,3
151,149,3
177,182,3
100,43,3
31,93,3
143,160,3
125,94,3
172,76,3
21,25,3
21,195,3
154,33,3
192,26,3
105,176,3
110,163,3
46,37,3
29,124,3
103,185,3
3,128,3
178,10,3
10,180,3
180,93,3
150,18,3
136,140,3
140,11,3
91,96,3
125,181,3
61,7,3
27,44,3
169,55,3
152,184,3
184,165,3
41,132,3
88,164,3
120,169,3
105,62,3
54,66,3
30,46,3
36,108,3
157,41,3
191,66,3
15,73,3
33,85,3
7,182,3
28,183,3
183,171,3
171,67,3
67,56,3
56,190,3
169,180,3
180,62,3
34,125,3
58,123,3
198,48,3
89,191,3
161,23,3
88,176,3
178,65,3
28,85,3
85,130,3
73,72,3
189,67,3
75,137,3
83,162,3
162,137,3
53,20,3
166,151,3
151,132,3
158,195,3
90,200,3
132,27,3
170,189,3
189,8,3
199,188,3
84,110,3
22,178,3
178,192,3
127,184,3
184,82,3
82,190,3
115,98,3
10,72,3
108,9,3
81,148,3
24,127,3
127,118,3
92,194,3
99,35,3
130,88,3
40,94,3
26,24,3
180,174,3
141,149,3
56,38,3
81,105,3
96,97,3
17,155,3
187,79,3
32,14,3
15,39,3
144,72,3
45,29,3
35,198,3
130,29,3
51,135,3
20,92,3
17,56,3
5,133,3
100,82,3
172,32,3
5,79,3
75,50,3
34,136,3
100,19,3
18,167,3
1,125,3
58,71,3
20,26,3
150,80,3
198,73,3
73,36,3
184,147,3
40,31,3
175,35,3
99,97,3
136,116,3
116,19,3
19,192,3
192,170,3
170,190,3
163,161,3
177,106,3
92,41,3
41,51,3
198,173,3
44,51,3
12,50,3
118,7,3
22,53,3
66,31,3
112,43,3
113,159,3
112,90,3
90,107,3
126,156,3
72,116,3
116,170,3
170,174,3
174,145,3
99,30,3
77,161,3
16,173,3
169,164,3
132,11,3
32,137,3
137,3,3
54,109,3
56,76,3
76,131,3
81,135,3
26,139,3
129,161,3
126,196,3
189,56,3
29,53,3
53,84,3
9,6,3
6,196,3
155,105,3
70,78,3
170,58,3
161,52,3
162,5,3
191,92,3
66,22,3
126,138,3
94,190,3
190,161,3
161,160,3
14,132,3
132,128,3
89,15,3
143,165,3
31,110,3
5,1,3
1,165,3
3,70,3
124,115,3
197,85,3
131,141,3
1,155,3
106,195,3
110,91,3
98,72,3
82,122,3
132,120,3
187,5,3
87,155,3
155,12,3
42,127,3
127,150,3
156,159,3
93,174,3
180,46,3
50,54,3
54,9,3
105,132,3
79,97,3
97,9,3
128,173,3
155,110,3
153,137,3
137,55,3
55,1,3
149,112,3
112,67,3
169,134,3
165,155,3
91,29,3
168,38,3
66,53,3
106,85,3
175,187,3
111,168,3
73,193,3
193,123,3
52,154,3
120,23,3
200,68,3
108,111,3
44,97,3
72,48,3
191,143,3
30,140,3
97,192,3
192,152,3
134,72,3
24,165,3
147,187,3
187,162,3
152,56,3
56,45,3
152,138,3
169,123,3
131,23,3
187,152,3
180,165,3
22,199,3
199,26,3
159,66,3
66,18,3
166,161,3
161,56,3
167,12,3
77,105,3
80,106,3
93,185,3
113,3,3
3,54,3
156,53,3
53,127,3
127,174,3
148,133,3
195,197,3
122,152,3
144,193,3
100,83,3
83,126,3
12,113,3
132,25,3
127,129,3
59,77,3
72,117,3
44,190,3
22,150,3
196,73,3
199,120,3
120,68,3
76,74,3
111,105,3
105,124,3
124,153,3
95,92,3
150,97,3
162,173,3
80,65,3
65,3,3
42,192,3
186,57,3
111,4,3
38,180,3
91,122,3
68,55,3
162,127,3
10,42,3
139,107,3
43,75,3
132,171,3
73,143,3
155,39,3
23,10,3
26,3,3
60,56,3
8,27,3
195,40,3
39,92,3
92,66,3
141,95,3
126,164,3
54,15,3
177,143,3
167,48,3
117,26,3
4,129,3
90,68,3
110,77,3
67,140,3
101,199,3
61,166,3
177,57,3
175,55,3
149,189,3
197,185,3
50,79,3
146,27,3
23,99,3
23,133,3
132,184,3
162,95,3
165,109,3
126,9,3
191,81,3
157,141,3
31,188,3
92,36,3
160,37,3
188,52,3
152,20,3
20,90,3
90,70,3
130,185,3
67,184,3
114,75,3
146,88,3
7,83,3
69,86,3
123,162,3
117,104,3
104,153,3
167,152,3
152,16,3
173,66,3
66,144,3
20,82,3
82,148,3
50,95,3
83,62,3
155,5,3
43,104,3
164,183,3
127,128,3
107,27,3
188,166,3
161,10,3
19,108,3
3,12,3
188,126,3
66,73,3
163,57,3
4,139,3
125,59,3
59,171,3
56,179,3
73,117,3
117,148,3
88,25,3
38,18,3
100,67,3
106,38,3
148,189,3
69,155,3
155,83,3
37,154,3
158,174,3
174,73,3
98,52,3
117,8,3
166,155,3
116,200,3
154,8,3
111,114,3
73,146,3
137,193,3
72,115,3
52,169,3
172,13,3
18,14,3
134,104,3
105,155,3
80,129,3
15,62,3
186,72,3
106,89,3
23,16,3
176,24,3
24,12,3
174,47,3
173,107,3
128,18,3
18,13,3
146,29,3
81,191,3
73,88,3
144,99,3
45,103,3
58,74,3
141,60,3
149,107,3
180,63,3
75,93,3
141,59,3
95,57,3
60,190,3
190,22,3
22,79,3
79,26,3
48,7,3
7,168,3
27,147,3
106,3,3
18,66,3
102,173,3
180,119,3
65,12,3
50,151,3
89,152,3
176,5,3
5,108,3
71,64,3
121,162,3
159,84,3
84,33,3
33,45,3
118,88,3
132,175,3
67,130,3
37,62,3
62,140,3
140,103,3
119,71,3
199,128,3
148,188,3
188,101,3
3,133,3
126,40,3
40,4,3
89,139,3
71,192,3
42,175,3
175,105,3
159,78,3
88,37,3
18,63,3
161,164,3
107,22,3
60,95,3
173,36,3
36,94,3
175,90,3
10,131,3
7,25,3
196,111,3
187,61,3
142,85,3
85,158,3
88,91,3
189,137,3
139,190,3
126,167,3
167,101,3
101,2,3
143,61,3
111,8,3
8,143,3
7,11,3
160,92,3
76,120,3
2,35,3
117,9,3
71,34,3
122,66,3
66,174,3
174,163,3
171,46,3
157,4,3
169,21,3
21,197,3
197,88,3
156,20,3
117,150,3
154,66,3
57,144,3
5,138,3
157,21,3
154,174,3
160,182,3
182,175,3
77,133,3
89,55,3
131,102,3
165,26,3
171,88,3
94,65,3
179,115,3
119,96,3
133,81,3
78,98,3
136,147,3
111,12,3
131,164,3
15,194,3
194,162,3
136,11,3
166,54,3
93,120,3
120,180,3
180,40,3
40,98,3
41,112,3
40,145,3
80,126,3
52,47,3
20,177,3
114,72,3
151,109,3
109,134,3
69,99,3
110,119,3
29,165,3
95,5,3
58,1,3
141,199,3
35,1,3
45,131,3
131,4,3
4,18,3
35,11,3
170,33,3
183,98,3
159,2,3
27,168,3
168,112,3
112,191,3
183,187,3
82,139,3
107,64,3
2,195,3
188,50,3
177,176,3
53,80,3
200,90,3
137,140,3
140,68,3
152,114,3
125,8,3
25,58,3
109,136,3
6,149,3
24,103,3
72,59,3
59,182,3
182,36,3
199,153,3
153,172,3
145,102,3
109,56,3
144,122,3
67,5,3
5,59,3
186,173,3
41,113,3
43,73,3
159,200,3
130,191,3
63,17,3
41,90,3
90,99,3
151,135,3
8,13,3
14,93,3
94,136,3
91,101,3
194,133,3
65,23,3
119,191,3
92,97,3
2,44,3
80,199,3
77,19,3
19,91,3
103,41,3
58,129,3
129,70,3
151,93,3
102,20,3
129,123,3
5,76,3
87,69,3
57,165,3
77,121,3
22,138,3
21,156,3
192,52,3
129,77,3
45,85,3
134,52,3
56,91,3
154,199,3
96,59,3
6,53,3
53,146,3
171,116,3
20,117,3
67,143,3
137,139,3
23,86,3
173,16,3
68,60,3
106,178,3
70,171,3
68,168,3
168,55,3
55,123,3
64,166,3
180,52,3
52,93,3
169,153,3
153,198,3
59,145,3
56,13,3
13,97,3
110,17,3
85,172,3
121,12,3
119,45,3
71,24,3
84,55,3
23,3,3
82,107,3
87,19,3
145,146,3
42,60,3
58,177,3
177,70,3
10,157,3
98,118,3
51,46,3
199,78,3
78,38,3
163,46,3
55,183,3
53,124,3
124,130,3
179,9,3
129,2,3
173,82,3
149,132,3
10,148,3
163,14,3
17,127,3
49,71,3
191,75,3
154,153,3
41,184,3
115,22,3
146,82,3
40,141,3
103,176,3
75,116,3
184,137,3
137,73,3
73,83,3
174,198,3
198,46,3
66,124,3
124,27,3
33,3,3
36,104,3
101,109,3
100,16,3
100,103,3
145,110,3
90,138,3
138,165,3
11,153,3
99,53,3
44,109,3
108,107,3
23,200,3
10,117,3
32,1,3
10,43,3
98,47,3
47,6,3
106,102,3
138,40,3
192,68,3
68,102,3
102,172,3
171,190,3
37,193,3
195,111,3
89,2,3
185,77,3
77,188,3
139,166,3
39,7,3
28,144,3
70,44,3
44,17,3
17,38,3
63,88,3
149,196,3
50,171,3
60,16,3
16,150,3
197,18,3
25,133,3
133,144,3
44,34,3
32,116,3
26,159,3
176,35,3
35,80,3
51,123,3
123,167,3
110,10,3
5,100,3
60,104,3
25,180,3
134,117,3
117,180,3
31,136,3
36,162,3
127,112,3
10,28,3
113,1,3
64,86,3
7,49,3
129,103,3
132,168,3
29,102,3
170,75,3
75,188,3
164,97,3
138,41,3
111,192,3
62,73,3
79,25,3
6,185,3
131,108,3
163,190,3
190,142,3
142,43,3
111,191,3
142,177,3
103,112,3
49,41,3
41,79,3
79,194,3
85,75,3
98,107,3
178,148,3
167,20,3
86,140,3
48,60,3
6,26,3
41,157,3
191,1,3
97,175,3
10,52,3
49,119,3
82,91,3
105,87,3
172,96,3
96,172,3
157,82,3
175,200,3
180,153,3
149,76,3
140,6,3
6,147,3
155,59,3
76,36,3
85,91,3
174,88,3
126,34,3
88,48,3
48,168,3
168,167,3
90,155,3
152,36,3
130,61,3
96,98,3
92,180,3
29,85,3
104,26,3
106,119,3
45,123,3
123,84,3
195,76,3
63,56,3
56,20,3
58,195,3
33,97,3
161,109,3
133,138,3
138,101,3
200,3,3
179,72,3
150,167,3
60,160,3
179,198,3
6,195,3
195,105,3
74,48,3
182,179,3
169,22,3
5,56,3
117,5,3
109,95,3
79,3,3
44,152,3
58,180,3
47,185,3
185,161,3
30,31,3
79,128,3
128,151,3
11,97,3
11,63,3
63,33,3
197,46,3
46,166,3
132,82,3
167,9,3
113,119,3
67,114,3
19,69,3
15,159,3
146,120,3
158,52,3
141,35,3
175,174,3
175,27,3
68,98,3
52,103,3
103,39,3
39,99,3
31,185,3
163,112,3
113,108,3
108,95,3
95,110,3
141,99,3
31,96,3
152,42,3
122,71,3
81,36,3
125,192,3
8,147,3
159,148,3
77,185,3
17,126,3
96,111,3
117,21,3
144,17,3
171,93,3
93,143,3
143,119,3
87,141,3
13,191,3
195,170,3
78,77,3
101,127,3
170,157,3
157,40,3
161,71,3
135,10,3
21,77,3
160,166,3
132,67,3
86,45,3
24,11,3
11,105,3
112,18,3
174,61,3
14,32,3
94,37,3
167,160,3
70,127,3
33,64,3
124,79,3
100,176,3
65,48,3
176,73,3
63,147,3
89,102,3
30,99,3
34,3,3
5,178,3
55,22,3
16,171,3
98,44,3
73,124,3
124,65,3
192,123,3
76,91,3
109,132,3
132,186,3
186,68,3
189,55,3
41,21,3
179,70,3
122,20,3
197,35,3
118,143,3
143,4,3
106,11,3
190,46,3
46,89,3
89,162,3
24,14,3
166,194,3
32,162,3
100,30,3
30,191,3
140,152,3
154,65,3
61,36,3
165,40,3
153,115,3
109,15,3
198,128,3
163,126,3
107,35,3
8,132,3
132,20,3
20,62,3
186,43,3
131,115,3
124,192,3
189,75,3
150,141,3
149,86,3
18,119,3
195,56,3
182,79,3
171,176,3
147,15,3
15,149,3
159,152,3
92,55,3
70,193,3
164,36,3
76,18,3
46,62,3
130,181,3
123,129,3
66,75,3
146,124,3
21,2,3
81,130,3
24,71,3
53,61,3
41,93,3
198,147,3
147,158,3
158,11,3
11,118,3
118,114,3
46,159,3
44,4,3
197,32,3
200,51,3
51,57,3
98,16,3
129,1,3
83,160,3
140,105,3
1,16,3
16,84,3
99,155,3
155,181,3
141,90,3
93,147,3
147,154,3
168,64,3
8,87,3
87,100,3
50,166,3
49,109,3
109,94,3
51,17,3
62,68,3
83,29,3
29,197,3
35,19,3
19,139,3
173,125,3
49,136,3
199,12,3
62,173,3
173,46,3
29,34,3
106,192,3
47,181,3
56,161,3
161,186,3
187,175,3
186,54,3
65,65,3
121,96,3
102,77,3
186,142,3
162,140,3
50,110,3
168,17,3
77,144,3
167,44,3
85,180,3
180,18,3
18,24,3
45,48,3
2,53,3
190,39,3
122,200,3
142,175,3
105,16,3
180,90,3
11,50,3
71,58,3
193,182,3
186,59,3
85,137,3
94,101,3
101,89,3
170,96,3
84,91,3
4,105,3
26,144,3
109,52,3
197,56,3
84,42,3
42,140,3
43,167,3
26,98,3
46,186,3
55,78,3
81,114,3
66,85,3
194,128,3
171,134,3
180,183,3
106,43,3
184,189,3
189,71,3
118,37,3
69,88,3
88,77,3
77,97,3
36,102,3
138,109,3
45,31,3
31,78,3
67,181,3
28,46,3
86,70,3
70,174,3
179,123,3
123,161,3
178,108,3
37,83,3
152,125,3
182,3,3
11,2,3
33,15,3
15,9,3
9,82,3
101,53,3
53,23,3
121,44,3
80,1,3
113,148,3
14,45,3
106,63,3
166,97,3
38,101,3
101,4,3
110,177,3
177,64,3
74,143,3
145,88,3
121,6,3
129,197,3
177,105,3
158,95,3
95,152,3
16,61,3
61,176,3
44,103,3
32,81,3
102,199,3
67,50,3
7,158,3
116,77,3
129,43,3
118,138,3
167,125,3
92,146,3
87,194,3
174,183,3
198,58,3
27,127,3
158,136,3
139,68,3
144,36,3
85,117,3
79,75,3
120,154,3
180,163,3
163,3,3
69,131,3
111,27,3
69,26,3
21,161,3
29,95,3
175,70,3
46,134,3
123,97,3
88,177,3
162,65,3
137,138,3
138,37,3
37,56,3
143,188,3
